National Database Number,Field Number,Nmfs Regional Number,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Region,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Actual/Estimate,How lat/long determined,Restrand,Findings of Human Interaction,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Date Act/Est,Observation Status,Not Able to Examine,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy,Year of Necropsy,Month of Necropsy,Day of Necropsy,Stranding Necropsied By,Additional Remarks,Additional Identifiers
NW-2015-1181475,MKH2015-21,15NWR12006,"Porpoise, harbor",Phocoena,phocoena,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Makah Bay,"Tsoo-Yess, between Strawberry rock and Sones",48.317,dd.dddd,estimate,_124.6641,estimate,Internet/Software,N,CBD,2015-DEC-28,2015,DEC,28,Beach or Land,,Moderate Decomposition,Y,,,,,,N,,UNKNOWN,,,,,,,N,,,,,,,,"Reported during holiday break, did not respond untill January 4th and did not find carcass, Rosie Ward reported Porpise, no photos. Carcass was scavenged, she said half gone. I showed Rosie photographs and she thought White- sided dolphin, but also sugges",
NW-2014-1158998,MKH2014-002,14NWR03037,"Dolphin, striped",Stenella,coeruleoalba,Validated,Adrianne Akmajian,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Pacific Ocean,Tsoo-Yess Beach,48.3049,dd.dddd,estimate,_124.6643,estimate,Internet/Software,N,CBD,2014-MAR-17,2014,MAR,17,Beach or Land,,Fresh Dead,N,2014-MAR-17,2014,MAR,17,Fresh Dead,N,MALE,ADULT,202,cm,actual,,,,Y,complete,fresh,2014-MAR-18,2014,MAR,18,MFM,"Reported 17-Mar-14 by Frankie Gonzales around 6:30PM. AA and JS responded. Fresh dead and mid-tide line. Jaw appeared split/degloved, scavenging around. Scratched along skin near head and left side body, some rake marks and scars present, froth coming from blowhole. Feces coming from rectum. Dark circular ""bruises"" on left and right flanks. Returned morning of 18-Mar for necropsy. External Comments: Scratches/rake marks particularly around left body, pec fin, and head, minimal scaring right side body. At response, scavenging left fluke, scavenging (moderate) left side head, left eye scavenged, left pec fin scavenged, dorsal fin tip scavenged. Think scratches on body mostly post-mortem (no hemorrhage underneath). Case Summary Necropsy: OPEN: Kidney extensive emphysema/crepitus around; 100 mL fluid in thoracic cavity; lungs aerated/spongy and right lung congested; based on other strandings of striped dolphin in Oregon and possibility of live stranding/drowning suspect possible Brucella or other infectious agent. Lab Results MICROSCOPIC: Central nervous system: Moderate to marked, lymphocytic inflammation is present primarily around blood vessels throughout the meninges of the spinal cord and brain and around blood vessels and Virchow-Robins spaces of the brain at all levels and in the white matter and gray matter tracts of the spinal cord. Inflammation also extends into and along the root ganglia. Some mild myelinic edema is noted in the white matter tracts primarily in the ventrolateral region of the spinal cord and in some of the root ganglia. Lymph node: Mild eosinophilic inflammation is in the medullary sinuses. Lung: The parenchyma is congested and edematous, and a single small focus of lymphohistiocytic/eosinophilic inflammation surrounds a bronchiole. Liver: Mild portal infiltrates of lymphocytes and eosinophils are noted. The following tissues are histologically within normal limits: kidney. HISTOPATHOLOGIC DIAGNOSIS: 1. Marked nonsuppurative meningoencephalomyelitis and root ganglioneuritis. 2. Acute pulmonary congestion and edema. 3. Mild eosinophilic inflammation, liver, lymph node, and lung. COMMENT: Histologic findings are consistent with an infectious disease process that has a tropism for the central nervous system. The morphologic features and distribution of the lesion are most suggestive of viral infection. The lesion lacks the microglial nodule formation typically associated with protozoan infection and the suppurative components typically associated with most bacterial infections. No viral inclusions are seen in any of the sections. This is a case in which immunohistochemistry and PCR are indicated to screen for some of the important viral infections and protozoan infections that occur in cetaceans. Please notify the laboratory if you would like ancillary procedures performed. This animal has acute features in the lung that are consistent with drowning. It has some mild eosinophilic inflammation in various tissues typical of the parasitism that is commonly encountered in while cetaceans and pinnipeds. No parasites are seen in the sections. Addendum, 3/31/14: Following email discourse with multiple participants, it is understood that the morbillivirus PCR and viral culture procedures are pending at U.C. Davis, and that pending these results, PCR and IHC from paraffin block for pathogens may be indicated. I have reviewed pathology reports (but not slides) for similar striped dolphin submissions to other institutions and suggest that these cases may represent the same disease process. UC Davis Results 4/14/2014: Negative for Morbillivirus testing. NVSL Brucella culture 4/28/2014: Culture positive in brain tissue but not lung. Addendum, 5/21/14: As per your request, block 2 has been forwarded for Brucella PCR (USDA). An addendum will follow. IHC results via NW Zoopath 8/12/2014: Negative for Brucella.",
NW-2017-1200561,MKH2017-014,17NWR06079,"Dolphin, Pacific white-sided",Lagenorhynchus,obliquidens,Ready for Regional Validation,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Pacific Ocean,Hobuck Beach,48.3408,dd.dddd,estimate,_124.6716,estimate,Internet,N,Y,2017-JUN-22,2017,JUN,22,Beach or Land,,,N,2017-JUN-22,2017,JUN,22,Fresh Dead,N,FEMALE,UNKNOWN,cm,actual,,,,Y,complete,fresh,2017-JUN-22,2017,JUN,22,Makah Fisheries Management,Old entanglement like scar on right side of peduncle; blood in blowhole; scratch old scars on left dorsal fin COMMENT: The primary problem in this case is the meningoencephalitis. The etiology of this condition is not apparent in the examined section,,
NW-2012-1151388,MKH2012-025,12NWR07089,"Dolphin, striped",Stenella,coeruleoalba,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Pacific Ocean,North end Hobuck Beach,48.3423,dd.dddd,estimate,_124.6757,estimate,Internet/Software,N,N,2012-JUL-14,2012,JUL,14,Beach or Land,,Fresh Dead,N,2012-JUL-16,2012,JUL,16,Fresh Dead,N,MALE,ADULT,206,cm,actual,175,lb,estimate,Y,complete,fresh,2012-JUL-16,2012,JUL,16,MFM,"Dead ""porpoise"" reported by public at North end of Hobuck Beach on 14-Jul-12. JS responded on 16-Jul-12 and indentified as striped dolphin and performed necropsy at site. No obvious signs of human interaction. HI form not completed at time of exam. Scavenging at throat and chin area on left side of head. Right side had white healed rake marks, possibly from another dolphin. No broken bones or bruising identified. Major pathologies included ~60mL red fluid in thoracic cavity and congested lungs with possible evidence of past lung worm infection. Also noted was evidence of encysted parasites in the blubber near the repro opening. Not able to determine body condition due to not knowing normal condition of striped dolphins such as blubber thickness.",
NW-2015-1181407,MKH2015-08,15NWR07112,"Porpoise, Dall's",Phocoenoides,dalli,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Pacific Ocean,Wa'atch point,48.3415,dd.dddd,estimate,_124.6806,estimate,Internet/Software,N,N,2015-JUL-22,2015,JUL,22,Beach or Land,,Fresh Dead,N,2015-JUL-24,2015,JUL,24,Fresh Dead,N,FEMALE,UNKNOWN,202,cm,actual,,,,Y,complete,fresh,2015-JUL-24,2015,JUL,24,Makah Fisheries Management,"During examination noted heavy scavenging. Skull cracked in area of scavenging. Scavenging from left eye to left scapula. Small bite marks, reported coyote pups scavenging from carcass. May have been a shark bite initally. In necropsy noted Discoloration",
NW-2013-1151365,MKH2013-005,13NWR04032,"Whale, gray",Eschrichtius,robustus,Validated,Adrianne Akmajian,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Pacific Ocean,Beach just North of Shi Shi beach access,48.278,dd.dddd,estimate,_124.6808,estimate,Internet/Software,N,CBD,2013-APR-14,2013,APR,14,Beach or Land,,Moderate Decomposition,N,2013-APR-23,2013,APR,23,Moderate Decomposition,N,FEMALE,SUBADULT,845,cm,actual,,,,Y,limited,fresh,2013-APR-23,2013,APR,23,MFM,"Originally reported to MFM on 14-Apr-13, came from out of town visitor reporting whale at Point of the Arches. Staff from MFM hiked out to Point of the Arches that week and did not see whale. On 4/20/13 volunteers with beach clean-up sighted whale at beach just North of Shi Shi beach access/ Shipwreck Point. AA and JS responded on 23-Apr-13 for exam.",
NW-2014-1159002,MKH2014-009,14NWR06038,"Whale, gray",Eschrichtius,robustus,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Ozette,Clallam,WA,Pacific Ocean,2 miles north of Norwegian Memorial,48.0671,dd.dddd,estimate,_124.6944,estimate,Internet/Software,N,CBD,2014-JUN-21,2014,JUN,21,Beach or Land,,Advanced Decomposition,Y,2014-JUL-13,2014,JUL,13,Advanced Decomposition,N,UNKNOWN,UNKNOWN,,,,,,,N,,,,,,,,"Dead whale reported to Bob Campbell, Feiro Marine Life Center. Sighted 2 miles north of Norwegian Memorial. Coordinates given were N 48 4' W 124 42'. In photos skin almost completely gone from carcass, skin weathered and sun baked. Jaw bone appears broken and is separated from rest of carcass. Unknown if break happened pre- or post- mortem, natural (post-mortem) or human caused. JS tried to respond on 13-Jul but were unable to relocate due to tide. By the time of response and carcass already in advanced decomposition so unable to evaluate whether possible boat collision. In August 2014, AA was called for Mora Ranger who reported seeing the carcass while hiking between Rialto and Sand Point.",
NW-2010-1126529,CRC-1050,10NWR06076,"Whale, killer",Orcinus,orca,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ozette,Clallam,WA,Pacific Ocean,~1/2 mile south of Duk Point,48.2025,dd.dddd,,_124.6948,,GPS,N,CBD,2010-JUN-17,2010,JUN,17,Beach or Land,,Advanced Decomposition,N,2010-JUN-19,2010,JUN,19,Advanced Decomposition,N,FEMALE,ADULT,610,cm,Actual,0,,,Y,Limited,Fresh,2010-JUN-19,2010,JUN,19,CRC/NOAA/WDFW,"first sighted 14-June, reported to OCNMS 15-June and reported to CRC/NOAA on 17 June.",CRC-1050
NW-2017-1200558,MKH2017-006,17NWR04056,"Whale, Baird's beaked",Berardius,bairdii,Ready for Regional Validation,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Pacific Ocean,Shi Shi Beach near Point of Arches,48.2456,dd.dddd,estimate,_124.6996,estimate,Internet,N,CBD,2017-APR-01,2017,APR,1,Beach or Land,,,N,2017-APR-01,2017,APR,1,Advanced Decomposition,N,MALE,ADULT,515,cm,actual,,,N,,,,,,,,Back of skull crushed as was atlas vertebrae. It is possibly due to ship strike but cannot determine if trauma was ante- or post mortem. Whale carcass was heavily scavenged.,,
NW-2014-1159485,CRC-1447,14NWR09009,"Whale, unidentified baleen",unidentified,unidentified,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Olympic National Park,Clallam,WA,Pacific Ocean,South of Point of Arches,48.2402,dd.dddd,actual,_124.7049,actual,GPS,N,CBD,2014-SEP-01,2014,SEP,1,Beach or Land,,Mummified/Skeletal,Y,,,,,Mummified/Skeletal,N,UNKNOWN,SUBADULT,,,,,,,N,,,,,,,,Bones and some blubber remaining.,
NW-2008-1081271,CRC-890,08NWR08103,"Whale, humpback",Megaptera,novaeangliae,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Clallam,WA,Pacific Ocean,"Cape Alava, just N of Canonball Island",48.1766,dd.dddd,,_124.7202,,GPS,N,Y,2008-AUG-14,2008,AUG,14,Beach or Land,,Moderate Decomposition,N,2008-AUG-14,2008,AUG,14,Moderate Decomposition,N,MALE,SUBADULT,1070,cm,Estimated,0,,,Y,limited,fresh,2008-AUG-14,2008,AUG,14,CRC/Makah,Reported as fresh dead but rangers unable to send photos to confirm. Clearly not fresh. Possibly same as floating whale reported by the coast guard on 8 August.,CRC-890
NW-2015-1181455,MKH2015-05,15NWR05087,"Whale, gray",Eschrichtius,robustus,Validated,Frankie Gonzales,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Strait of Juan de Fuca,Near Tatoosh,48.4019,dd.dddd,estimate,_124.7321,estimate,Internet/Software,N,CBD,2015-MAY-28,2015,MAY,28,Floating,,Advanced Decomposition,Y,,,,,,N,,UNKNOWN,,,,,,,N,,,,,,,,We were unable to respond to the whale. Reporting party is a reliable voulenteer of Makah stranding network. Whale was reported to be very bloated so we likely did not lose out on collecting samples.Whale reported to be very bloated. Could not locate the,
NW-2012-1151358,MKH2012-047,12NWR12026,"Whale, sperm",Physeter,macrocephalus,Validated,Adrianne Akmajian,Makah Fisheries Management,Makah Fisheries Management,NW,Ozette,Clallam,WA,Pacific Ocean,0.2 miles south of Cape Alava beach access,48.1636,dd.dddd,estimate,_124.733,estimate,Internet/Software,N,CBD,2012-DEC-10,2012,DEC,10,Beach or Land,,Condition Unknown,N,2012-DEC-15,2012,DEC,15,Advanced Decomposition,N,UNKNOWN,SUBADULT,860,cm,estimate,,,,Y,limited,fresh,2012-DEC-15,2012,DEC,15,MFM,"Reported to JS on 10-Dec-12 by Billy Noel- secondhand report of dead whale (reported as sperm whale) and dead dolphins or porpoise on ""Ozette Beach"". AA e-mailed Park Rangers and Jessie Huggins called the Park but no one was available to go confirm report. AA and EH hiked out on Saturday to look for carcass. We assumed it would be at Cape Alava somewhere, so hiked there and went towards Cannonball First. Then we went back South of the Cape Alava beach access and found it about .2 miles from trail. Because of very high tides we were unable to take complete measurements or samples on carcass.",
NW-2008-1081197,CRC-847,08NWR06034,"Whale, humpback",Megaptera,novaeangliae,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Clallam,WA,Pacific Ocean,"Canonball Island, Cape Alava",48.1706,dd.dddd,,_124.7356,,GPS,N,Y,2008-JUN-10,2008,JUN,10,Beach or Land,,Moderate Decomposition,N,2008-JUN-12,2008,JUN,12,Moderate Decomposition,N,MALE,SUBADULT,1005,cm,Estimated,0,,,Y,limited,fresh,2008-JUN-12,2008,JUN,12,CRC/Makah,"Probably same animal seen floating off of BC on 28 and 30 May (DFO#3273). There was also a report of a boat collision with a humbpack in the fog off Ucluelet, BC on 19 May, but there were no photos and no follow-up reports--could possibly be this animal a",CRC-847
NW-2011-1137445,MKH2011-016,11NWR07080,"Porpoise, harbor",Phocoena,phocoena,Validated,Adrianne Akmajian,Makah Fisheries Management,Makah Fisheries Management,NW,Ozette,Clallam,WA,Pacific Ocean,Offshore of Sand Point,48.1181,dd.dddd,,_124.76,,GPS,N,CBD,2011-JUL-22,2011,JUL,22,Floating,,Advanced Decomposition,N,2011-JUL-22,2011,JUL,22,Advanced Decomposition,N,FEMALE,ADULT,160,cm,Estimated,,,,Y,Limited,Fresh,2011-JUL-25,2011,JUL,25,MFM,"Found floating offshore of Sand Point on way back from outer coast survey. Full-term fetus partially hanging out of adult - tail first. JS cut genital opening to expose fetus, still attached to placenta so collected placenta and umbilical cord for testing. No other tissues sampled, both carcasses left floating at site.",
NW-2017-1200565,MKH2017-019,17NWR08080,unidentified cetacean,,,Ready for Regional Validation,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Strait of Juan de Fuca,Near Tatoosh Island,48.3981,dd.dddd,estimate,_124.7708,estimate,GPS,N,CBD,2017-AUG-28,2017,AUG,28,Floating,,,Y,2017-AUG-28,2017,AUG,28,,N,UNKNOWN,UNKNOWN,,,,,,N,,,,,,,,"Response to a call of a ""dead floating killer whale"" No photos were taken, no coordinates were recored nor a time of sighting. Animal was reported to be near Tatoosh Island, east of bouy and drifting west with the current but seemed uncertain. Reporter sa",,
NW-2010-1121607,HMSC10-04-14-Mn,10NWR04023,"Whale, humpback",Megaptera,novaeangliae,Validated,Jan Hodder,Oregon Institute of Marine Biology,Oregon Inst. Marine Biology,NW,Charleston,Coos,OR,Pacific Ocean,22 miles off Coos Bay in about 250 fathoms,43.359435,dd.dddd,,_124.855728,,Internet,N,CBD,2010-APR-14,2010,APR,14,Beach or Land,,Mummified/Skeletal,N,2010-APR-14,2010,APR,14,Mummified/Skeletal,N,UNKNOWN,UNKNOWN,0,cm,estimate,0,lb,estimate,NA,,,,,,,,"found by trawler F/V Sundad, dragging for bottom fish about 22 miles off Coos Bay in about 250 fathom; there is evidence of a injury, possibly a ship strike, that occurred sometime in it's life. It's on the occipital bone and there is evidence of healing",
NW-2015-1174627,HMSC15-07-08-Uc,15NWR07045,unidentified cetacean,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Waldport,Lincoln,OR,Pacific Ocean,about 38 NM offshore of Waldport,44.415667,dd.dddd,,_124.976500,,GPS,N,CBD,2015-JUL-08,2015,JUL,8,Floating,,Condition Unknown,Y,,,,,,N,UNKNOWN,UNKNOWN,300,in,estimate,0,lb,estimate,N,,,,,,,,"reported by pleasure craft ""Summer Breeze"" to US Coast Guard Sector North Bend",
NW-2016-1193352,MKH2016-004,16NWR04078,"Porpoise, harbor",Phocoena,phocoena,Validated,Quinton Thompson,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Strait of Juan de Fuca,3rd Beach,48.3678,dd.dddd,estimate,_125,estimate,Internet/Software,N,CBD,2016-APR-27,2016,APR,27,Beach or Land,,Fresh Dead,N,2016-APR-27,2016,APR,27,Fresh Dead,N,UNKNOWN,PUP/CALF,52,cm,actual,,,,N,,,,,,,,Carcass heavily scavenged with skin only present from blowhole to snout and the end of the peduncle. The rest of body was scavenged to the bone.,
NW-2017-1195781,CRC-1583,17NWR04033,Unidentified Dolphin/Porpoise,,,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ozette,Clallam,WA,Pacific Ocean,"300m south of sand point, Ozette",48.125,decimal degrees,estimate,_125,estimate,,N,Y,2017-APR-01,2017,APR,1,Beach or Land,,Fresh Dead,Y,,,,,Fresh Dead,N,UNKNOWN,UNKNOWN,183,cm,estimate,,,,N,,,,,,,,no response due to location and condition,
NW-2017-1197046,CRC-1598,17NWR07037,"Whale, humpback",Megaptera,novaeangliae,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Forks,Jefferson,WA,Pacific Ocean,between scott creek and strawberry point,47.8534,decimal degrees,actual,_125,actual,GPS,N,CBD,2017-JUL-06,2017,JUL,6,Beach or Land,,Advanced Decomposition,Y,,,,,,N,UNKNOWN,SUBADULT,1000,cm,estimate,,,,N,,,,,,,,This whale also seen by WDFW during sea otter arial surveys during the week of 6/25-6/30,
NW-2016-1193369,MKH2016-024,16NWR10041,"Porpoise, harbor",Phocoena,phocoena,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Pacific Ocean,Hobuck Beach,48.3291,dd.dddd,estimate,_125,estimate,Internet/Software,N,CBD,2016-OCT-10,2016,OCT,10,Beach or Land,,Advanced Decomposition,N,2016-OCT-11,2016,OCT,11,Advanced Decomposition,N,UNKNOWN,ADULT,160,cm,actual,,,,N,,,,,,,,,
NW-2016-1193148,CRC-1573,16NWR10035,"Whale, Blainville's beaked",Mesoplodon,densirostris,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Neah Bay,Clallam,WA,Pacific Ocean,"Tsoo-yess beach, Makah Bay",48.3118,dd.dddd,actual,_125,actual,GPS,N,Y,2016-OCT-09,2016,OCT,9,Beach or Land,,Fresh Dead,N,2016-OCT-11,2016,OCT,11,Fresh Dead,N,FEMALE,ADULT,431,cm,actual,,,,Y,complete,fresh,2016-OCT-11,2016,OCT,11,CRC/Makah Fisheries/WDFW,"first seen dead on Sunday (09-Oct), bleeding heavily from the mouth. Beachwalker was at site on Saturday and did not see the animal there. Species determined via genetic sample.",
NW-2016-1193149,CRC-1573Fetus,16NWR10036,"Whale, Blainville's beaked",Mesoplodon,densirostris,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Neah Bay,Clallam,WA,Pacific Ocean,"Makah Bay, Tsoo-yess beach",48.3311,dd.dddd,actual,_125,actual,GPS,N,N,2016-OCT-09,2016,OCT,9,Beach or Land,,Fresh Dead,N,2016-OCT-11,2016,OCT,11,Fresh Dead,N,MALE,PUP/CALF,111,cm,actual,14,kg,actual,Y,complete,fresh,2016-OCT-12,2016,OCT,12,CRC/WDFW,"dead, in mother.",
NW-2016-1193361,MKH2016-016,16NWR09071,"Porpoise, harbor",Phocoena,phocoena,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Pacific Ocean,Hobuck Beach,48.3403,dd.dddd,estimate,_125,estimate,Internet/Software,N,CBD,2016-SEP-05,2016,SEP,5,Beach or Land,,Moderate Decomposition,Y,2016-SEP-05,2016,SEP,5,,N,,UNKNOWN,,,,,,,N,,,,,,,,Nothing recorded,
NW-2009-1091681,CRC-917,09NWR01028,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean City,Grays Harbor,WA,Pacific Ocean,Just S of ocean city beach access,47.0694,dd.dddd,,_125.1775,,GPS,N,Y,2009-JAN-15,2009,JAN,15,Beach or Land,,Fresh Dead,N,2009-JAN-15,2009,JAN,15,Fresh Dead,N,MALE,ADULT,141,cm,Actual,0,,,Y,limited,fresh,2009-JAN-15,2009,JAN,15,CRC,"Found by BPC while driving the beach. Approximately 100m from another porpoise of similar size (CRC-918). Other porpoise significantly more decomposed, so likely did not strand at the same time.",CRC-917
NW-2013-1154805,MKH2013-007,13NWR05052,"Whale, unidentified baleen",unidentified,unidentified,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Pacific Ocean,Offshore,48.07,dd.dddd,actual,_125.2066,actual,GPS,N,CBD,2013-MAY-20,2013,MAY,20,Floating,,Moderate Decomposition,Y,,,,,Moderate Decomposition,N,UNKNOWN,UNKNOWN,,,,,,,N,,,,,,,,Large dead whale reported to JS. Cell phone photo sent. Unable to ID species or assess condition or size.,
NW-2018-1204823,SKMMR2018-9-18Pp,18NWR09006,"Porpoise, harbor",Phocoena,phocoena,OPEN,Rachel Mayer,Seattle Marine Mammal Stranding Network,NMFS West Coast Region - Seattle,NW,Edmonds,Snohomish,WA,,"near 8311 Talbot Road, private beach access on shroe",47.842,decimal degrees,,-122.35,,Internet,,N,2018-SEP-18,2018,SEP,18,Beach or Land,,Moderate Decomposition,Y,2018-SEP-18,2018,SEP,18,Moderate Decomposition,,MALE,PUP/CALF,92.1,cm,estimate,,,Y,2018-Sep-19,2018,SEP,19,"Dr. Stephanie Norman, DVM",additional information will be entered following necropsy and any pertinent lab results,,,,
