County,National.Database.Number,Field.Number,HI,Nmfs.Regional.Number,Confidence.Code,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,Country,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Units,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Obs.Date.estimate.explaination,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Grays Harbor,NW-2017-1199592,CRC-1605,,17NWR07101,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Ocean City,WA,Pacific Ocean,in front of casino,47.04310,dd.dddd,actual,-124.1756,dd.dddd,actual,GPS,N,CBD,2017-JUL-31,2017,JUL,31,Beach or Land,NA,NA,Moderate Decomposition,Y,NA,NA,NA,NA,Moderate Decomposition,N,Unid,Calf,100,cm,estimate,0,NA,NA,NA,NA,NA,NA,no response due to condition. Examined via photos only.,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.019239308,0.018372397,-1241756,470431
Grays Harbor,NW-2017-1199590,CRC-1602,,17NWR07099,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Pacific Beach,WA,Pacific Ocean,near Diamond Drive,47.16970,dd.dddd,actual,-124.2039,dd.dddd,actual,GPS,N,N,2017-JUL-23,2017,JUL,23,Beach or Land,NA,NA,Fresh Dead,N,2017-JAN-24,2017,JAN,24,Fresh Dead,N,Male,Calf,86,cm,actual,15,kg,2017-JUL-24,2017,JUL,24,CRC,NA,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.047539308,-0.108227603,-1242039,471697
Island,NW-2017-1198965,17Pp30AprWI-04,,17NWR04053,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,"Strait of San de Fuca, 1/4 mile north of Joseph Whidbey State park.",48.30900,dd.dddd,estimate,-122.7140,dd.dddd,estimate,Internet,N,CBD,2017-APR-30,2017,APR,30,Beach or Land,NA,NA,Fresh Dead,Y,NA,NA,NA,NA,NA,N,Female,Adult,160,cm,estimate,70,kg,NA,NA,NA,NA,NA,"Call received from Global Response relaying a message about a dead harbor porpoise at J Whidbey State Park, approx 1/4- 1/2 mile north of the south entrance. Photo sent. Per Dr. Norman, carcass appears to be fresh, adult, female and possibly pregnant. SN volunteer went to collect carcass for further examination but was unable to locate it in the high incoming tide. Photo shows carcass extremely scavenged from lower back cranially to tip of jaw, down to the ribs. Serrated edges of the wounds indicate probably eagle scavenging.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.213153,-0.162560767,-1.95E+14,48309
Island,NW-2017-1198967,17Pp19SepWI-09,,17NWR09052,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,Saratoga Passage by last house in locked community of Hidden Beach.,48.12300,dd.dddd,estimate,-122.5600,dd.dddd,estimate,Internet,N,N,2017-SEP-19,2017,SEP,19,Beach or Land,NA,NA,Moderate Decomposition,N,2017-SEP-19,2017,SEP,19,Moderate Decomposition,N,Unid,Calf,100,cm,estimate,30,kg,NA,NA,NA,NA,NA,"A small harbor porpoise carcass was reported on lying on the beach at a gated and locked private vacation property community. No SN volunters were able to respond immediately because no access wsa available through the community gate. Attempts to find the carcass the next day were unsuccessful as it had probably washed out. The initial caller sent photos showing a small porpoise lying on its right side. There was extensive scavenging down to the ribs on the dorsal surface from just behind the gape to the base of the dorsal fin. On October 18, a report was received about a very highly scavenged and decomposed harbor porpoise located at the northern end of Hidden Beach outside of the locked community. A SN volunteer investigated and found it too scavenged, decomposed and broken to be of sampling value. The carcass was LAS. This was possibly the same animal initially reported the previous month as judged by the location.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.367153,0.023439233,-1.95E+14,48123
Island,NW-2017-1199061,17Pp18DecWI-10,,17NWR12002,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,OPEN,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,"Penn Cove, Long Point",48.22700,dd.dddd,estimate,-122.6490,dd.dddd,estimate,Internet,NA,N,2017-DEC-18,2017,DEC,18,Beach or Land,NA,NA,Fresh Dead,NA,2017-Dec-18,2017,DEC,18,Fresh Dead,NA,Female,Adult,170,cm,estimate,80,kg,NA,NA,NA,NA,NA,"RP reported a fresh dead adult harbor porpoise on the beach. No injuries were noted. RP and neighbors covered carcass with tarp to discourage predators and secured it for collection. Later, a few SN volunteers and residents transported the carcass to the Orca Network truck for transporting to the freezer pending necrsopy. Some scrapes were incurred on the side of the head due to dragging the heavy carcass down the each. Post mortem. Necropsy pending.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.278153,-0.080560767,-1.95E+14,48227
Island,NW-2017-1198978,17Pp21SepWI-03,,17NWR09053,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,OPEN,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,"Crescent Harbor, NASWI sea plane base, Oak Harbor",48.29500,dd.dddd,estimate,-122.6120,dd.dddd,estimate,Internet,NA,N,2017-SEP-21,2017,SEP,21,Beach or Land,NA,NA,Fresh Dead,NA,NA,NA,NA,NA,Moderate Decomposition,NA,Male,Calf,105.4,cm,actual,11.3,kg,2017-Nov-03,2017,NOV,3,"Norman, et al","Pp calf carcass collected/frozen for necropsy. Minimal external damage noted. Some slight scavenging. Necropsy on 11/3/17. No significant findings. Poor nutritional conditions. Thin blubber layer. Internally, there was more decomposition than noted externally. Code 3-3.5. Tissue samples taken for histopatholoty. COD unknown.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.315153,-0.148560767,-1.95E+14,48295
Island,NW-2017-1198964,17Pp28NovWI-06,,17NWR11032,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,Penn Cove on beach in Coupeville by Capt Whidbey Inn,48.22200,dd.dddd,estimate,-122.7260,dd.dddd,estimate,Internet,NA,CBD,2017-NOV-28,2017,NOV,28,Beach or Land,NA,NA,Advanced Decomposition,NA,2017-NOV-28,2017,NOV,28,Advanced Decomposition,NA,Female,Adult,140,cm,estimate,60,kg,NA,NA,NA,NA,NA,Civilian called in finding a porpoise carcass in advanced decomposition. Photos showed a female adult harbor porpoise lying on its left side with multiple areas of skin sloughing along with tissue scavenging along gape edge of jaw. Too decomposed for sampling or collection. LAS.,Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.201153,-0.075560767,-1.95E+14,48222
Island,NW-2017-1198963,17Pp14NovWI-05,,17NWR11031,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,"Strait of San de Fuca, Perrigos Lagoon, Ebeys Landing",48.19700,dd.dddd,estimate,-122.7230,dd.dddd,estimate,Internet,NA,N,2017-NOV-14,2017,NOV,14,Beach or Land,NA,NA,Fresh Dead,NA,2017-NOV-14,2017,NOV,14,Fresh Dead,NA,Female,Adult,140,cm,estimate,60,kg,NA,NA,NA,NA,NA,"Vol examined carcass which appeared to be quite fresh. Carcass was lying on its right side and was basically unmarked.About mid back there was a collection of deep holes ranging from 1-3 inches in diameter and almost perfectly round, as if something had ""tunneled"" into the carcass. Carcass was in difficult area for removal, so was LAS.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.204153,-0.050560767,-1.95E+14,48197
Island,NW-2017-1197785,17Pp12AugWI-02,Possible,17NWR08038,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,"unspecified area on Mutiny Bay, Freeland",47.99400,dd.dddd,estimate,-122.5410,dd.dddd,estimate,Internet,N,CBD,2017-AUG-12,2017,AUG,12,Beach or Land,NA,NA,Moderate Decomposition,N,2017-AUG-12,2017,AUG,12,Moderate Decomposition,N,Female,Calf,93,cm,actual,15.8,kg,2017-SEP-15,2017,SEP,15,Norman et al,"Call received from Global Response passing on a report from a Mutiny Bay caller reporting a dead harbor porpoise at a non-specific location at Mutiny Bay. Howard Garrett of the Orca Network collected the carcass which was frozen pending necropsy. No measurements, gender determination were done prior to freezing. A full necropsy was performed by Dr Stephanie Norman and assistants on Sept. 15, 2017. It was a female calf 93 cm in length, weighing 15.8 kg.There were no significant findings in the internal organs. There was a small wound on top of the rostrum and another by the genital slit. Sub Q dark red/black staining of tissue around blow hole, likely a hematoma. There was additional hemorrhage around the left scapula and blood and edema in the ventral neck area. Plus approximately 15 ml of dark red fluid in the thoracic cavity. COD was undeetermined, but possibly blunt force trauma, possibly by orca interaction or fishery entanglement (no exernal linear marks noted though).",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.386153,0.152439233,-1.95E+14,47994
Island,NW-2017-1196713,17Pp07JulWI-01,Probable,17NWR07003,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,"On beach in front of 2219 Shore Ave, Useless Bay, Freeland",47.98940,dd.dddd,estimate,-122.4959,dd.dddd,estimate,Internet,N,CBD,2017-JUL-07,2017,JUL,7,Beach or Land,NA,NA,Fresh Dead,N,2017-JUL-07,2017,JUL,7,Fresh Dead,N,Male,Adult,145,cm,actual,67.5,kg,2017-JUL-08,2017,JUL,8,Norman et al,"The carcass was reported by a resident at 2219 Shore Ave. There were 3 eagles beginning to feed on it. Collected by SN volunteer ASAP and placed in cooler overnight on ice. Necropsy performed on July 8, 2017. Necropsy:External eagle scavenging behind left eye. Several areas of parallel impressions lines on skin, possibly fisheries interaction. Internal: thoracic cavity contained approx 200 ml of red tinged fluid, malodorous, possible infection source. Lungs: lymph nodes or or infiltrative masses on lateral edge. Heart: several areas of hemorrhage at cranial tip of 4 papillary muscles in left ventricle extending to base of corresponding chordae tendoneae. Liver: thickened bile ducts with green debris and flukes within lumen. Suspected infectious etiology of the liver lesions and thoracic fluid. Uncertain if peribronchial masses are enlarged lymph nodes or infiltrative process. Tissues collected for histopathology.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.431253,0.157039233,-1.95E+14,479894
Jefferson County,NW-2017-1194190,EJC_2017_002,,17NWR02016,Unconfirmed,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Ludlow,WA,Pacific Ocean,On a private beach in Port Ludlow,47.91687,dd.dddd,NA,-122.6755,dd.dddd,NA,NA,N,CBD,2017-FEB-24,2017,FEB,24,Beach or Land,NA,NA,Alive,Y,NA,NA,NA,NA,NA,Y,Unid,Unid,60,in,estimate,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47835433,-1.23E+11,NA,NA,-1.23E+11,47835433
King,NW-2017-1199943,CRC-1640,Confirmed,17NWR10052,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Vashon Island,WA,Puget Sound,Fern Cove,47.48030,dd.dddd,estimate,-122.4824,dd.dddd,estimate,Internet,N,Y,2017-OCT-30,2017,OCT,30,Beach or Land,NA,NA,Fresh Dead,Y,2017-NOV-01,2017,NOV,1,Fresh Dead,N,Female,Subadult,126,cm,actual,50,lb,2017-NOV-02,2017,NOV,2,CRC,"picked up by WDFW and CRC on 01-Nov, on ice until exam on 02-Nov. minimal scavenging at R lower jaw and eye. Froth coming out of blowhole. Monofillament line markings on rostrum, line wraps around right pec fin and dorsal fin (cut into mid trailing edge of dorsal fin approx 1.5 inches long, parallel to body, with corresponding wrap marke on leading edge of fin). Line wrap impressions on both sides of fluke with abrasions along trailing edges.. . Monofillament line markings on rostrum, line wraps around right pec fin and dorsal fin (cut into mid trailing edge of dorsal fin approx 1.5 inches long, parallel to body, with corresponding wrap mark on leading edge of fin). Line wrap impressions on both sides of fluke with abrasions along trailing edges. Excellent body condition, fish parts in stomach. White froth and bloody fluid in lungs.",Harbor porpoise,Inland_WA,4.75E+14,-1.22E+14,0.010773444,0.060443593,-1224824,474803
King,NW-2017-1195777,SSW051617,,17NWR05005,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Robin Lindsey,West Seattle Seal Sitters,West Seattle Seal Sitters,NW,United States,Seattle,WA,Puget Sound,3229 Alki Ave SW,47.57530,dd.dddd,actual,-122.4196,dd.dddd,actual,NA,N,N,2017-MAY-16,2017,MAY,16,Beach or Land,NA,NA,Fresh Dead,N,2017-MAY-16,2017,MAY,16,Fresh Dead,N,Female,Adult,166,cm,actual,NA,NA,2017-MAY-17,2017,MAY,17,CRC,"removed from beach by seal sitters volunteers, transferred to ELK at 1800, on ice until necropsy next morning.",Harbor porpoise,Inland_WA,4.75E+14,-1.22E+14,-0.471626556,-0.034256407,-122,47575
Kitsap,NW-2017-1198894,WDFW2017-074,,17NWR07077,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Port Orchard,WA,Puget Sound,Just south of Harper Pier,47.51970,dd.dddd,actual,-122.5187,dd.dddd,actual,NA,N,CBD,2017-JUL-11,2017,JUL,11,Beach or Land,NA,NA,Moderate Decomposition,N,2017-JUL-11,2017,JUL,11,Moderate Decomposition,N,Female,Adult,152,cm,actual,50,kg,NA,NA,NA,NA,NA,Porpoise was found on beach and reported to WDFW. Responded took measurement and due to decomposition buried at site. Suspect might be WDFW2017-068. but not likely due to current direction.,Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222346.7737,87916.88983,-2.22E+14,8.80E+14
Kitsap,NW-2017-1200808,WDFW2017-162,,17NWR11072,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,Dyanna Lambourn,Washington Department of Fish and Wildlife,Washington Department of Fish and Wildlife,NW,United States,Eglon,WA,Puget Sound,1/2 mile East of Boat Launch,47.86150,dd.dddd,actual,-122.5130,dd.dddd,actual,Internet,N,CBD,2017-NOV-07,2017,NOV,7,Beach or Land,NA,NA,Fresh Dead,Y,NA,NA,NA,NA,Moderate Decomposition,N,Male,Subadult,0,NA,notMeasured,0,NA,NA,NA,NA,NA,NA,Found dead on the beach the day before. Sent pictures and WDFW responded by boat to attempt to recover carcass. Carcass not found.. skin abraded around rostum and area reddened under neath bird scavenging on rest of carcass with 3 holes on R side and possible more on other.. .,Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222347.2607,87916.54793,-2.22E+14,8.80E+14
Kitsap,NW-2017-1198895,WDFW2017-081,,17NWR07078,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Bainbridge Island,WA,Puget Sound,Restoration point,47.58230,dd.dddd,actual,-122.4839,dd.dddd,actual,NA,N,CBD,2017-JUL-18,2017,JUL,18,Beach or Land,NA,NA,Advanced Decomposition,N,2017-JUL-18,2017,JUL,18,Moderate Decomposition,N,Female,Adult,150,cm,actual,55,kg,NA,NA,NA,NA,NA,Adult female dead mostly scavenged. Responded and took measurements and limited internal exam,Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222347.7737,87916.82713,-2.22E+14,8.80E+14
Kitsap,NW-2017-1200802,WDFW2017-156,Confirmed,17NWR10145,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,Dyanna Lambourn,Washington Department of Fish and Wildlife,Washington Department of Fish and Wildlife,NW,United States,Bainbridge Island,WA,Puget Sound,Manitou Beach,47.65620,dd.dddd,estimate,-122.5107,dd.dddd,estimate,Internet,N,Y,2017-OCT-28,2017,OCT,28,Beach or Land,NA,NA,Alive,Y,2017-OCT-28,2017,OCT,28,Fresh Dead,N,Male,Subadult,130,cm,actual,34,kg,2017-OCT-30,2017,OCT,30,WDFW/MMI/ CRC,"Reported dead on beach. According to other beach walker porpoise had been there at least a day.. Linear lacerations and impression around head through upper jaw at gape. And around right pect fin. Circular lesions white around margins and slightly depressed in center. 5x1.5 depression white abrasion on Right flank mid just posteroir the dorsal fin with assoicaited hemorrhage.. . HI form completed. Findings of HI=Yes. Type of HI= Entanglement (gear).Initial HI evaluation: Probable Justification: Wounds are consistent with a Fishery entanglement. Active fishing in area. Likely Gillnet but able to determine which gillnet fishery due to timing of both. Both internal and External examined. Comments: See level A form, pictures and for detailed information. Linear lacerations and impression around head through upper jaw at gape. And around right pect fin. Circular lesions white around margins and slightly depressed in center. 5x1.5 depression white abrasion on Right flank mid just posterior the dorsal fin with associated hemorrhage. Fish parts in mouth and Esophagus partially digested fish in stomach. Good to excellent blubber and body condition. Hemorrhage associated with head and mouth wraps. Petechial hemorrhage in ventral blubber. Stranding history: Active tribal fishing and All fisher gillnet fisheries in are both in area. All fisher is only open on Tuesday and Thursday. All fisher Purse seine open on Wed. Other days are open to tribal only. Initially seen on beach Friday.",Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222347.263,87916.75323,-2.22E+14,8.80E+14
Kitsap,NW-2017-1199589,CRC-1601,,17NWR07098,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Kingston,WA,Puget Sound,just N of ferry terminal,47.79900,dd.dddd,estimate,-122.4915,dd.dddd,estimate,Internet,N,CBD,2017-JUL-23,2017,JUL,23,Beach or Land,NA,NA,Moderate Decomposition,N,2017-JUL-23,2017,JUL,23,Moderate Decomposition,N,Female,Calf,88,cm,actual,15,kg,2017-JUL-24,2017,JUL,24,CRC,NA,Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222347.2822,87916.61043,-2.22E+14,8.80E+14
Kitsap,NW-2017-1198881,WDFW2017-068,,17NWR06067,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Bainbridge Island,WA,Puget Sound,Port Madison,47.70810,dd.dddd,estimate,-122.5390,dd.dddd,estimate,NA,N,CBD,2017-JUN-25,2017,JUN,25,Beach or Land,NA,NA,Fresh Dead,Y,NA,NA,NA,NA,NA,N,Female,Adult,160,cm,estimate,60,kg,NA,NA,NA,NA,NA,Reported Monday night. Called back in AM no return call recalled on Wed. RP call back on Thursday said PP was towed out on wed. Carcass relanded at Rolling bay on Sunday. Get info on carcass disposal. Transient killer whale in area last few days.,Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222346.7737,87916.70143,-2.22E+14,8.80E+14
Kitsap,NW-2017-1198843,WDFW2017-099,,17NWR08051,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,United States,Kingston,WA,Puget Sound,11293 NW Tiger Way,47.79760,dd.dddd,actual,-122.4948,dd.dddd,actual,NA,N,CBD,2017-AUG-14,2017,AUG,14,Beach or Land,NA,NA,Fresh Dead,N,2017-AUG-14,2017,AUG,14,Fresh Dead,N,Male,Calf,100,cm,actual,11,kg,2017-AUG-15,2017,AUG,15,WDFW/MMI,"Reported dead on beach 14-Aug-17. Collected by CRC, necropsied by CRC/WDFW 15-Aug-17.",Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222347.7737,87916.61183,-2.22E+14,8.80E+14
Kitsap,NW-2017-1196586,WDFW2017-014,,17NWR02032,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Indianola,WA,Puget Sound,100m W. of Indianola Dock,47.74680,dd.dddd,actual,-122.5273,dd.dddd,actual,Internet/Software,N,CBD,2017-FEB-26,2017,FEB,26,Beach or Land,NA,NA,Fresh Dead,N,2017-FEB-27,2017,FEB,27,Fresh Dead,N,Female,Adult,174,cm,actual,62,kg,2017-FEB-27,2017,FEB,27,WDFW/MMI,"Found dead on beach by RP pulled up and pull on bulkhead until pick up by WDFW for necropsy. Mostly intact, thin",Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222346.7737,87916.66263,-2.22E+14,8.80E+14
Pacific,NW-2017-1196442,PSU17-06-09-Pp,,17NWR06030,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,United States,Ocean Park,WA,Pacific Ocean,0.3 mile north of 225th Street access,46.46931,dd.dddd,actual,-124.0604,dd.dddd,actual,GPS,N,Y,2017-JUN-09,2017,JUN,9,Beach or Land,NA,NA,Moderate Decomposition,N,2017-JUN-09,2017,JUN,9,Moderate Decomposition,N,Male,Adult,159,cm,actual,NA,NA,2017-JUN-18,2017,JUN,18,Duffield,NA,Harbor porpoise,WA_Coast,4.65E+14,-1.24E+14,-0.002144013,-0.012246046,-12406043,4646931
Pacific,NW-2017-1196446,PSU17-06-13A-Pp,,17NWR06034,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,United States,Seaview,WA,Pacific Ocean,1 mile south of 38th Place access,46.31800,dd.dddd,actual,-124.0694,dd.dddd,actual,GPS,N,CBD,2017-JUN-13,2017,JUN,13,Beach or Land,NA,NA,Mummified/Skeletal,N,2017-JUN-13,2017,JUN,13,Mummified/Skeletal,N,Unid,Unid,0,cm,estimate,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,WA_Coast,4.65E+14,-1.24E+14,0.006805987,0.139063954,-12406938,46318
